PLAYER_ID,PLAYER_NAME,TEAM_ABBREVIATION,N_SHOTS,EXPOSURE_PER_SHOT,PREMATURE,MEAN_SECOND,SEASON
101162,Marcin Gortat,WAS,712,0.06148318719291387,0.33146067415730335,12.359550561797754,2015
101179,Ronnie Price,PHX,269,0.008542271299081123,0.06691449814126393,11.420074349442379,2015
101181,Jose Calderon,NYK,414,0.011555394879419178,0.21980676328502416,11.531400966183575,2015
200745,Andrea Bargnani,BKN,258,0.04636479037563083,0.6124031007751938,11.344961240310077,2015
200746,LaMarcus Aldridge,SAS,965,0.07347487009779284,0.5481865284974093,10.481865284974093,2015
200751,Randy Foye,DEN,302,0.018878655437579592,0.17549668874172186,11.241721854304636,2015
200752,Rudy Gay,SAC,926,0.04375133223575182,0.2894168466522678,12.11123110151188,2015
200755,JJ Redick,LAC,817,0.02698401306769308,0.31946144430844553,11.621787025703794,2015
200757,Thabo Sefolosha,ATL,336,0.010920606931843532,0.10714285714285714,12.360119047619047,2015
200765,Rajon Rondo,SAC,698,0.033032157072164836,0.2492836676217765,12.286532951289399,2015
200768,Kyle Lowry,TOR,1079,0.017603423583206365,0.10843373493975904,11.52548656163114,2015
200782,P.J. Tucker,PHX,522,0.01718354540158708,0.09386973180076628,12.547892720306514,2015
200794,Paul Millsap,ATL,960,0.024836605049825912,0.14270833333333333,11.672916666666667,2015
200826,J.J. Barea,DAL,630,0.02261722437409867,0.1380952380952381,11.157142857142857,2015
201142,Kevin Durant,OKC,1266,0.03462844022511468,0.24881516587677724,12.084518167456556,2015
201143,Al Horford,ATL,967,0.014990663801394187,0.20579110651499483,11.675284384694933,2015
201144,Mike Conley,MEM,622,0.016297751916593863,0.15916398713826366,10.734726688102894,2015
201145,Jeff Green,LAC,237,0.03238345084153421,0.20675105485232068,11.004219409282701,2015
201145,Jeff Green,MEM,489,0.024463947170941806,0.16768916155419222,10.400817995910021,2015
201147,Corey Brewer,HOU,480,0.011865469032650967,0.09791666666666667,13.114583333333334,2015
201150,Spencer Hawes,CHA,269,0.019388655096831825,0.15613382899628253,10.427509293680297,2015
201152,Thaddeus Young,BKN,888,0.032038902510188,0.22072072072072071,11.97635135135135,2015
201155,Rodney Stuckey,IND,403,0.024282939924435292,0.19602977667493796,11.439205955334987,2015
201156,Nick Young,LAL,337,0.001919242060663947,0.04451038575667656,11.071216617210682,2015
201158,Marco Belinelli,SAC,564,0.022620091612175895,0.3262411347517731,12.24468085106383,2015
201160,Jason Smith,ORL,460,0.06114807023216749,0.741304347826087,10.793478260869565,2015
201162,Jared Dudley,WAS,457,0.015281260195975192,0.24945295404814005,12.606126914660832,2015
201166,Aaron Brooks,CHI,413,0.023690009240584082,0.1549636803874092,11.39951573849879,2015
201167,Arron Afflalo,NYK,723,0.03287976237361674,0.2503457814661134,10.654218533886583,2015
201171,Carl Landry,PHI,227,0.019351649593063264,0.18502202643171806,11.506607929515418,2015
201188,Marc Gasol,MEM,651,0.03629665979112243,0.37327188940092165,8.955453149001537,2015
201196,Ramon Sessions,WAS,550,0.045118803747717165,0.20727272727272728,13.469090909090909,2015
201229,Anthony Tolliver,DET,307,0.007636242594519802,0.0749185667752443,11.745928338762216,2015
201563,Michael Beasley,HOU,187,0.02571701371287571,0.22994652406417113,12.042780748663102,2015
201564,O.J. Mayo,MIL,298,0.01306834081362574,0.1610738255033557,12.033557046979865,2015
201565,Derrick Rose,CHI,967,0.032222547109908885,0.23578076525336092,12.195449844881075,2015
201566,Russell Westbrook,OKC,1341,0.028215244160083176,0.1849366144668158,13.017897091722595,2015
201567,Kevin Love,CLE,897,0.028138526812584136,0.18394648829431437,10.72463768115942,2015
201568,Danilo Gallinari,DEN,636,0.020397424085517226,0.19968553459119498,10.718553459119496,2015
201569,Eric Gordon,NOP,513,0.012048639941843332,0.10136452241715399,12.001949317738791,2015
201571,D.J. Augustin,DEN,205,0.019989745682866798,0.13170731707317074,11.848780487804879,2015
201572,Brook Lopez,BKN,1077,0.03224418800113104,0.2906220984215413,10.924791086350975,2015
201573,Jerryd Bayless,MIL,381,0.011789542896889254,0.12073490813648294,10.84514435695538,2015
201575,Brandon Rush,GSW,240,0.023334319735109278,0.1375,12.066666666666666,2015
201577,Robin Lopez,NYK,580,0.027002338250034858,0.17758620689655172,10.643103448275863,2015
201578,Marreese Speights,GSW,417,0.09335221629865322,0.5371702637889688,11.357314148681056,2015
201579,Roy Hibbert,LAL,373,0.015882306287901753,0.13136729222520108,10.343163538873995,2015
201582,Alexis Ajinca,NOP,291,0.03847663752936875,0.39862542955326463,11.584192439862543,2015
201583,Ryan Anderson,NOP,861,0.01702768613546277,0.12427409988385599,11.08362369337979,2015
201584,Courtney Lee,CHA,205,0.015935658213948448,0.1951219512195122,11.580487804878048,2015
201584,Courtney Lee,MEM,378,0.020259201346110537,0.18253968253968253,10.444444444444445,2015
201585,Kosta Koufos,SAC,408,0.04923598219303837,0.24509803921568626,12.063725490196079,2015
201586,Serge Ibaka,OKC,818,0.05841661757592486,0.5061124694376528,11.881418092909536,2015
201587,Nicolas Batum,CHA,806,0.017896158533662127,0.21215880893300249,11.676178660049628,2015
201588,George Hill,IND,672,0.012017805378867395,0.1056547619047619,12.075892857142858,2015
201589,Darrell Arthur,DEN,448,0.027813996105050965,0.3794642857142857,11.082589285714286,2015
201596,Mario Chalmers,MEM,365,0.02772336258058774,0.136986301369863,11.87945205479452,2015
201599,DeAndre Jordan,LAC,471,0.019291065165228306,0.11677282377919321,12.477707006369426,2015
201600,Omer Asik,NOP,179,0.023033796012656215,0.12290502793296089,12.547486033519553,2015
201601,Luc Mbah a Moute,LAC,186,0.04360342631766372,0.3010752688172043,12.13978494623656,2015
201609,Goran Dragic,MIA,795,0.02366442624585977,0.17232704402515722,12.070440251572327,2015
201627,Anthony Morrow,OKC,299,0.028220048494669026,0.17725752508361203,11.414715719063546,2015
201933,Blake Griffin,LAC,559,0.05565937011597816,0.5241502683363148,10.864042933810376,2015
201935,James Harden,HOU,1460,0.019616934747793822,0.11301369863013698,12.616438356164384,2015
201936,Tyreke Evans,NOP,281,0.013148200724824831,0.099644128113879,11.480427046263346,2015
201937,Ricky Rubio,MIN,547,0.008185125186005185,0.13528336380255943,11.489945155393054,2015
201939,Stephen Curry,GSW,1461,0.0282235923364269,0.14442162902121836,13.31006160164271,2015
201941,Jordan Hill,IND,500,0.03126422888327843,0.326,10.46,2015
201942,DeMar DeRozan,TOR,1227,0.030066095472147548,0.23797881010594946,10.245313773431134,2015
201945,Gerald Henderson,POR,460,0.03284430307280829,0.2847826086956522,10.919565217391304,2015
201949,James Johnson,TOR,222,0.024355017084118614,0.13513513513513514,11.103603603603604,2015
201950,Jrue Holiday,NOP,866,0.031927465501142886,0.21362586605080833,12.288683602771362,2015
201951,Ty Lawson,HOU,251,0.014848171306946547,0.1752988047808765,12.02788844621514,2015
201952,Jeff Teague,ATL,906,0.013452120226048695,0.076158940397351,12.309050772626932,2015
201954,Darren Collison,SAC,697,0.02562055071550321,0.21377331420373027,13.296987087517934,2015
201956,Omri Casspi,SAC,580,0.033413141847468304,0.16034482758620688,12.663793103448276,2015
201959,Taj Gibson,CHI,451,0.03126884928757403,0.30155210643015523,11.392461197339246,2015
201960,DeMarre Carroll,TOR,252,0.02379532110604277,0.1388888888888889,11.718253968253968,2015
201961,Wayne Ellington,BKN,523,0.016962731205311925,0.23709369024856597,11.499043977055448,2015
201962,Toney Douglas,NOP,395,0.013059134895593025,0.14936708860759493,12.410126582278481,2015
201967,Dante Cunningham,NOP,395,0.009796693891410801,0.14430379746835442,11.718987341772152,2015
201973,Jonas Jerebko,BOS,269,0.016679029928958446,0.14869888475836432,12.118959107806692,2015
201976,Patrick Beverley,HOU,530,0.015681409384138645,0.09056603773584905,11.971698113207546,2015
201977,Marcus Thornton,HOU,394,0.01697374727754627,0.12944162436548223,12.48477157360406,2015
201978,Chase Budinger,IND,174,0.018244897696892578,0.16091954022988506,12.764367816091953,2015
201980,Danny Green,SAS,507,0.015060392535358715,0.11637080867850098,11.621301775147929,2015
201988,Patty Mills,SAS,554,0.020030321405305286,0.16606498194945848,11.84115523465704,2015
202066,Garrett Temple,WAS,465,0.021064432603647244,0.14623655913978495,13.13763440860215,2015
202083,Wesley Matthews,DAL,776,0.008762769770400953,0.08118556701030928,10.631443298969073,2015
202087,Alonzo Gee,NOP,235,0.011064325630477751,0.09361702127659574,12.71063829787234,2015
202322,John Wall,WAS,1222,0.023621054016537243,0.2602291325695581,13.196399345335516,2015
202323,Evan Turner,BOS,695,0.03564823141582257,0.25467625899280577,11.730935251798561,2015
202324,Derrick Favors,UTA,749,0.060764655829152255,0.4539385847797063,9.54739652870494,2015
202325,Wesley Johnson,LAC,461,0.0212033551060108,0.20607375271149675,12.20173535791757,2015
202326,DeMarcus Cousins,SAC,1234,0.052843009182734886,0.3209076175040519,11.939222042139384,2015
202328,Greg Monroe,MIL,861,0.030682698902822512,0.18466898954703834,11.148664343786296,2015
202329,Al-Farouq Aminu,POR,651,0.024370084056456503,0.1382488479262673,11.23963133640553,2015
202330,Gordon Hayward,UTA,1097,0.03491116842010964,0.2096627164995442,11.010938924339106,2015
202331,Paul George,IND,1315,0.01792041363041419,0.18935361216730037,12.149809885931559,2015
202332,Cole Aldrich,LAC,212,0.03461914801050913,0.16981132075471697,11.221698113207546,2015
202334,Ed Davis,POR,297,0.03139644912119515,0.1919191919191919,12.272727272727273,2015
202335,Patrick Patterson,TOR,444,0.010043474747897536,0.07207207207207207,10.894144144144144,2015
202337,Luke Babbitt,NOP,262,0.0338199403575105,0.20229007633587787,11.767175572519085,2015
202338,Kevin Seraphin,NYK,183,0.03960237334646871,0.366120218579235,10.081967213114755,2015
202339,Eric Bledsoe,PHX,437,0.017749281041338254,0.14874141876430205,12.691075514874141,2015
202340,Avery Bradley,BOS,961,0.01339371498749863,0.20395421436004163,12.882414151925078,2015
202341,James Anderson,SAC,159,0.014190762130696678,0.1320754716981132,12.08805031446541,2015
202344,Trevor Booker,UTA,337,0.025904213435804915,0.18397626112759644,11.086053412462908,2015
202355,Hassan Whiteside,MIA,613,0.039753227466796576,0.2544861337683524,11.611745513866232,2015
202357,Nemanja Bjelica,MIN,208,0.022108988351654122,0.09134615384615384,11.1875,2015
202362,Lance Stephenson,LAC,151,0.028823712540532592,0.25165562913907286,11.774834437086092,2015
202362,Lance Stephenson,MEM,271,0.019732223313417303,0.15867158671586715,10.59409594095941,2015
202388,Donald Sloan,BKN,317,0.017844800790776338,0.17034700315457413,11.962145110410095,2015
202389,Timofey Mozgov,CLE,327,0.036820257833353374,0.2874617737003058,10.749235474006117,2015
202390,Gary Neal,WAS,303,0.03150861130987186,0.29372937293729373,11.323432343234323,2015
202391,Jeremy Lin,CHA,660,0.026256468605413294,0.19545454545454546,11.328787878787878,2015
202397,Ish Smith,NOP,206,0.040270984650404844,0.21359223300970873,11.315533980582524,2015
202397,Ish Smith,PHI,639,0.025787423565220242,0.14084507042253522,11.31924882629108,2015
202498,Lance Thomas,NYK,346,0.02884705806009401,0.2630057803468208,10.907514450867051,2015
202681,Kyrie Irving,CLE,799,0.031622152503695995,0.2165206508135169,11.849812265331664,2015
202682,Derrick Williams,NYK,501,0.021981165391449054,0.2055888223552894,11.149700598802395,2015
202683,Enes Freedom,OKC,640,0.05648990570478628,0.3640625,12.2453125,2015
202684,Tristan Thompson,CLE,357,0.05180954087405555,0.2184873949579832,11.49859943977591,2015
202685,Jonas Valanciunas,TOR,485,0.029458000200626593,0.22474226804123712,11.371134020618557,2015
202687,Bismack Biyombo,TOR,262,0.032889890297687074,0.2480916030534351,12.095419847328245,2015
202688,Brandon Knight,PHX,818,0.014117101960319824,0.10880195599022005,12.574572127139364,2015
202689,Kemba Walker,CHA,1184,0.022457924467489628,0.17905405405405406,11.964527027027026,2015
202691,Klay Thompson,GSW,1320,0.038247076229277914,0.2356060606060606,12.657575757575758,2015
202692,Alec Burks,UTA,304,0.053656015376148294,0.28289473684210525,10.493421052631579,2015
202693,Markieff Morris,PHX,392,0.019910049513388775,0.14285714285714285,11.191326530612244,2015
202693,Markieff Morris,WAS,269,0.027431477306022932,0.29739776951672864,10.962825278810408,2015
202694,Marcus Morris Sr.,DET,846,0.042843521457450545,0.33569739952718675,10.3096926713948,2015
202695,Kawhi Leonard,SAS,1005,0.04038260255985633,0.28059701492537314,11.093532338308458,2015
202696,Nikola Vucevic,ORL,962,0.0430917621976711,0.44386694386694386,10.688149688149688,2015
202697,Iman Shumpert,CLE,272,0.03144075112049926,0.20955882352941177,10.415441176470589,2015
202699,Tobias Harris,DET,326,0.058820608365570425,0.29141104294478526,10.641104294478527,2015
202699,Tobias Harris,ORL,511,0.03353312740588904,0.20156555772994128,12.11545988258317,2015
202700,Donatas Motiejunas,HOU,188,0.017994289777027352,0.10638297872340426,11.542553191489361,2015
202702,Kenneth Faried,DEN,577,0.03691596441637236,0.21490467937608318,12.746967071057192,2015
202703,Nikola Mirotic,CHI,562,0.014053406965481338,0.12277580071174377,11.211743772241993,2015
202704,Reggie Jackson,DET,1111,0.0539548415285507,0.2682268226822682,11.5994599459946,2015
202708,Norris Cole,NOP,451,0.015857186189317106,0.2549889135254989,12.487804878048781,2015
202709,Cory Joseph,TOR,479,0.02253234914037575,0.1524008350730689,9.45302713987474,2015
202710,Jimmy Butler,CHI,912,0.02871448161332484,0.23684210526315788,11.526315789473685,2015
202711,Bojan Bogdanovic,BKN,690,0.01904441042379207,0.1289855072463768,11.740579710144928,2015
202713,Kyle Singler,OKC,203,0.043739171818239206,0.2315270935960591,11.866995073891626,2015
202714,Shelvin Mack,UTA,284,0.025309173593528127,0.15492957746478872,9.806338028169014,2015
202718,Chandler Parsons,DAL,605,0.013609061274906041,0.11735537190082644,11.593388429752066,2015
202720,Jon Leuer,PHX,435,0.022614300584205185,0.1632183908045977,12.471264367816092,2015
202730,Lavoy Allen,IND,339,0.03671104571959246,0.3480825958702065,12.386430678466077,2015
202734,E'Twaun Moore,CHI,354,0.043536036934373794,0.2231638418079096,11.463276836158192,2015
202738,Isaiah Thomas,BOS,1295,0.020977105633102084,0.1335907335907336,13.445559845559846,2015
203076,Anthony Davis,NOP,1055,0.03432329925995619,0.3184834123222749,11.73649289099526,2015
203078,Bradley Beal,WAS,739,0.030561338674486287,0.2462787550744249,12.424898511502029,2015
203079,Dion Waiters,OKC,640,0.028976400363027177,0.2359375,11.4671875,2015
203080,Thomas Robinson,BKN,264,0.03921517841684015,0.25,13.617424242424242,2015
203081,Damian Lillard,POR,1357,0.020362944991812692,0.12896094325718496,12.122328666175386,2015
203082,Terrence Ross,TOR,572,0.014239992428526294,0.14160839160839161,10.438811188811188,2015
203083,Andre Drummond,DET,942,0.028002230850850997,0.11252653927813164,12.560509554140127,2015
203084,Harrison Barnes,GSW,594,0.048566928265583904,0.2996632996632997,11.590909090909092,2015
203085,Austin Rivers,LAC,461,0.029514569945210272,0.21258134490238612,11.186550976138829,2015
203086,Meyers Leonard,POR,380,0.02724994660695635,0.2394736842105263,10.578947368421053,2015
203087,Jeremy Lamb,CHA,464,0.02983144013336434,0.21120689655172414,11.607758620689655,2015
203089,John Henson,MIL,266,0.030841957038017977,0.12406015037593984,10.827067669172932,2015
203090,Maurice Harkless,POR,358,0.033534257549047625,0.12849162011173185,11.720670391061452,2015
203092,Tyler Zeller,BOS,272,0.045530622883977315,0.3713235294117647,12.9375,2015
203093,Terrence Jones,HOU,320,0.03816282787895027,0.190625,11.64375,2015
203094,Andrew Nicholson,ORL,292,0.018226670758980695,0.1267123287671233,10.301369863013699,2015
203095,Evan Fournier,ORL,855,0.026736522026762088,0.18011695906432748,11.450292397660819,2015
203096,Jared Sullinger,BOS,735,0.03550487846629704,0.3510204081632653,11.525170068027212,2015
203101,Miles Plumlee,MIL,216,0.005877999312552142,0.06018518518518518,11.425925925925926,2015
203105,Festus Ezeli,GSW,212,0.04974952245228119,0.2358490566037736,11.320754716981131,2015
203109,Jae Crowder,BOS,752,0.01771409494427385,0.1702127659574468,13.013297872340425,2015
203110,Draymond Green,GSW,761,0.04456930380663319,0.21944809461235218,12.275952693823916,2015
203112,Quincy Acy,SAC,198,0.02829841947009308,0.19696969696969696,11.777777777777779,2015
203114,Khris Middleton,MIL,1017,0.024919620627465288,0.19469026548672566,11.829891838741396,2015
203115,Will Barton,DEN,873,0.027294512860250995,0.17983963344788087,12.324169530355098,2015
203118,Mike Scott,ATL,344,0.016007743324850023,0.12790697674418605,11.883720930232558,2015
203124,Kyle O'Quinn,NYK,241,0.037560529505466025,0.3983402489626556,10.726141078838173,2015
203138,Hollis Thompson,PHI,620,0.01624599433256135,0.08709677419354839,12.208064516129033,2015
203141,Mirza Teletovic,PHX,717,0.011392245126550921,0.06555090655509066,12.03765690376569,2015
203145,Kent Bazemore,ATL,674,0.010162713010083204,0.06528189910979229,12.308605341246292,2015
203187,Chris Johnson,UTA,169,0.023441187213286755,0.14201183431952663,10.396449704142011,2015
203210,JaMychal Green,MEM,441,0.025535686094632817,0.2834467120181406,11.188208616780045,2015
203382,Aron Baynes,DET,338,0.04015357046929672,0.2988165680473373,11.934911242603551,2015
203457,Nerlens Noel,PHI,532,0.02480520226820461,0.14473684210526316,12.199248120300751,2015
203458,Alex Len,PHX,558,0.023888783047522434,0.15770609318996415,10.731182795698924,2015
203459,Allen Crabbe,POR,622,0.032557346156231196,0.2508038585209003,11.813504823151126,2015
203460,Andre Roberson,OKC,244,0.016895465971258912,0.0942622950819672,12.96311475409836,2015
203462,Archie Goodwin,PHX,375,0.021390569280019974,0.09866666666666667,12.402666666666667,2015
203463,Ben McLemore,SAC,424,0.024161124891811433,0.2028301886792453,13.058962264150944,2015
203468,CJ McCollum,POR,1317,0.028915823783558874,0.18830675778283978,11.208807896735005,2015
203469,Cody Zeller,CHA,413,0.025993125717371827,0.22276029055690072,11.80871670702179,2015
203471,Dennis Schroder,ATL,703,0.012662070749536375,0.09672830725462304,11.57041251778094,2015
203473,Dewayne Dedmon,ORL,164,0.04255856240372796,0.2621951219512195,12.560975609756097,2015
203476,Gorgui Dieng,MIN,523,0.024745602919603163,0.21606118546845124,10.588910133843212,2015
203477,Isaiah Canaan,PHI,656,0.017331313851920493,0.07317073170731707,11.71798780487805,2015
203482,Kelly Olynyk,BOS,515,0.023450989832519652,0.141747572815534,12.30873786407767,2015
203484,Kentavious Caldwell-Pope,DET,875,0.03612621174354139,0.26857142857142857,11.779428571428571,2015
203486,Mason Plumlee,POR,460,0.04454854959899266,0.21739130434782608,12.084782608695653,2015
203487,Michael Carter-Williams,MIL,512,0.03875167879724311,0.24609375,11.830078125,2015
203490,Otto Porter Jr.,WAS,668,0.019498326196465538,0.2155688622754491,13.12874251497006,2015
203496,Robert Covington,PHI,657,0.013009641432780533,0.0547945205479452,12.707762557077626,2015
203497,Rudy Gobert,UTA,311,0.03803891259100509,0.20257234726688103,11.916398713826366,2015
203498,Shabazz Muhammad,MIN,629,0.03409566817656242,0.1891891891891892,12.796502384737678,2015
203499,Shane Larkin,BKN,455,0.015879307967018613,0.17582417582417584,11.887912087912088,2015
203500,Steven Adams,OKC,396,0.03326883234356457,0.17424242424242425,11.952020202020202,2015
203501,Tim Hardaway Jr.,ATL,237,0.011170762178790301,0.10126582278481013,13.08860759493671,2015
203503,Tony Snell,CHI,305,0.03458838280814566,0.20655737704918034,12.183606557377049,2015
203504,Trey Burke,UTA,578,0.029317923665993575,0.21280276816608998,10.33910034602076,2015
203506,Victor Oladipo,ORL,897,0.027084441959283195,0.2028985507246377,12.052396878483835,2015
203507,Giannis Antetokounmpo,MIL,911,0.025685951549983765,0.1734357848518112,11.846322722283205,2015
203521,Matthew Dellavedova,CLE,460,0.027226556727486508,0.16304347826086957,11.16304347826087,2015
203524,Solomon Hill,IND,192,0.019258224569962224,0.109375,11.65625,2015
203526,Raul Neto,UTA,370,0.030738638655001347,0.1783783783783784,9.751351351351351,2015
203530,Joffrey Lauvergne,DEN,344,0.021037266779962222,0.19476744186046513,10.622093023255815,2015
203546,Ian Clark,GSW,186,0.039117570751883685,0.23118279569892472,11.865591397849462,2015
203552,Seth Curry,SAC,208,0.021165257177090294,0.13942307692307693,12.278846153846153,2015
203584,Troy Daniels,CHA,176,0.013771357228961138,0.16477272727272727,11.346590909090908,2015
203613,Jonathon Simmons,SAS,211,0.03591347328870599,0.1990521327014218,10.862559241706162,2015
203798,PJ Hairston,CHA,256,0.008370703978050148,0.078125,11.09765625,2015
203894,Shabazz Napier,ORL,182,0.016799350963639912,0.12637362637362637,11.148351648351648,2015
203897,Zach LaVine,MIN,857,0.01904420216887244,0.13652275379229872,12.116686114352392,2015
203898,Tyler Ennis,MIL,162,0.02287475293491234,0.17901234567901234,11.851851851851851,2015
203900,Markel Brown,BKN,298,0.020497315603476646,0.2080536912751678,12.21476510067114,2015
203901,Elfrid Payton,ORL,666,0.04104715617500898,0.24024024024024024,11.972972972972974,2015
203903,Jordan Clarkson,LAL,983,0.016276295787224792,0.10885045778229908,11.752797558494406,2015
203914,Gary Harris,DEN,719,0.012595774627180267,0.10848400556328233,12.19471488178025,2015
203917,Nik Stauskas,PHI,508,0.008883799097621202,0.04330708661417323,11.673228346456693,2015
203918,Rodney Hood,UTA,866,0.029412858968291863,0.1766743648960739,9.617782909930716,2015
203924,Jerami Grant,PHI,546,0.03687241143277923,0.15018315018315018,11.774725274725276,2015
203926,Doug McDermott,CHI,603,0.016329677056994434,0.15920398009950248,12.595356550580432,2015
203930,Sean Kilpatrick,BKN,226,0.03045595330647446,0.19911504424778761,12.11504424778761,2015
203932,Aaron Gordon,ORL,508,0.021339476343582943,0.18700787401574803,11.958661417322835,2015
