PLAYER_ID,PLAYER_NAME_FROM,TEAM_ABBREVIATION_FROM,N_SHOTS_FROM,EXPOSURE_PER_SHOT_FROM,PREMATURE_FROM,MEAN_SECOND_FROM,SEASON_FROM,TEAM_EXPOSURE_FROM,RELATIVE_TO_TEAM_FROM,PLAYER_NAME_TO,TEAM_ABBREVIATION_TO,N_SHOTS_TO,EXPOSURE_PER_SHOT_TO,PREMATURE_TO,MEAN_SECOND_TO,SEASON_TO,TEAM_EXPOSURE_TO,RELATIVE_TO_TEAM_TO,PLAYER_EXPOSURE_CHANGE,TEAM_EXPOSURE_CHANGE
201166,Aaron Brooks,CHI,413,0.023690009240584082,0.1549636803874092,11.39951573849879,2015,0.02865244803185396,-0.004962438791269879,Aaron Brooks,IND,263,0.01570342743220754,0.1520912547528517,10.756653992395437,2016,0.02420021406076883,-0.008496786628561289,-0.007986581808376542,-0.004452233971085132
201143,Al Horford,ATL,967,0.014990663801394187,0.20579110651499483,11.675284384694933,2015,0.014526309100412464,0.0004643547009817225,Al Horford,BOS,740,0.012224209903061134,0.17162162162162162,10.191891891891892,2016,0.01908275577493985,-0.006858545871878717,-0.0027664538983330524,0.0045564466745273875
2744,Al Jefferson,CHA,462,0.06608800550726415,0.43506493506493504,9.597402597402597,2015,0.02614115420099117,0.039946851306272985,Al Jefferson,IND,426,0.05200261651672408,0.40375586854460094,9.44131455399061,2016,0.02420021406076883,0.027802402455955253,-0.014085388990540071,-0.0019409401402223428
201229,Anthony Tolliver,DET,307,0.007636242594519802,0.0749185667752443,11.745928338762216,2015,0.041289906953685236,-0.03365366435916543,Anthony Tolliver,SAC,329,0.01553198533520598,0.12462006079027356,10.699088145896656,2016,0.02168196183230348,-0.0061499764970975,0.007895742740686176,-0.019607945121381757
201167,Arron Afflalo,NYK,723,0.03287976237361674,0.2503457814661134,10.654218533886583,2015,0.025490769120024764,0.007388993253591977,Arron Afflalo,SAC,361,0.01321883468715033,0.15789473684210525,9.930747922437673,2016,0.02168196183230348,-0.008463127145153149,-0.019660927686466413,-0.003808807287721285
202687,Bismack Biyombo,TOR,262,0.032889890297687074,0.2480916030534351,12.095419847328245,2015,0.022929815407605803,0.009960074890081272,Bismack Biyombo,ORL,298,0.025340075818054943,0.16778523489932887,11.74496644295302,2016,0.01110031769681924,0.014239758121235704,-0.007549814479632131,-0.011829497710786563
2564,Boris Diaw,SAS,349,0.033701090875591845,0.25787965616045844,10.223495702005732,2015,0.04605405287777712,-0.012352962002185275,Boris Diaw,UTA,285,0.012116246977141646,0.12631578947368421,9.414035087719299,2016,0.015066133069723368,-0.0029498860925817223,-0.0215848438984502,-0.03098791980805375
101138,Brandon Bass,LAL,284,0.019369734551727778,0.17253521126760563,11.630281690140846,2015,0.01460494137007629,0.004764793181651487,Brandon Bass,LAC,162,0.040536517386101326,0.3148148148148148,11.166666666666666,2016,0.014823577006367886,0.02571294037973344,0.021166782834373548,0.0002186356362915958
201575,Brandon Rush,GSW,240,0.023334319735109278,0.1375,12.066666666666666,2015,0.04335191992226856,-0.020017600187159285,Brandon Rush,MIN,175,0.009486180138631577,0.12571428571428572,12.131428571428572,2016,0.019147287682559945,-0.009661107543928368,-0.013848139596477701,-0.024204632239708618
202718,Chandler Parsons,DAL,605,0.013609061274906041,0.11735537190082644,11.593388429752066,2015,0.020575001538139893,-0.006965940263233852,Chandler Parsons,MEM,209,0.009822433438413693,0.12440191387559808,10.229665071770334,2016,0.01644637373747206,-0.006623940299058367,-0.0037866278364923484,-0.004128627800667833
101112,Channing Frye,ORL,165,0.011801096668262403,0.10909090909090909,10.957575757575757,2015,0.032439719884736824,-0.020638623216474423,Channing Frye,CLE,485,0.013421631891665202,0.14432989690721648,11.047422680412371,2016,0.019636480965380638,-0.006214849073715436,0.001620535223402799,-0.012803238919356186
201584,Courtney Lee,MEM,378,0.020259201346110537,0.18253968253968253,10.444444444444445,2015,0.023998403890168534,-0.003739202544057997,Courtney Lee,NYK,639,0.012227241676519592,0.1752738654147105,12.004694835680752,2016,0.019518623396278967,-0.007291381719759375,-0.008031959669590945,-0.004479780493889567
201571,D.J. Augustin,DEN,205,0.019989745682866798,0.13170731707317074,11.848780487804879,2015,0.026459695060996487,-0.00646994937812969,D.J. Augustin,ORL,447,0.010303712451470265,0.10514541387024609,11.313199105145413,2016,0.01110031769681924,-0.0007966052453489744,-0.009686033231396532,-0.015359377364177248
101135,David Lee,BOS,180,0.029766829101726948,0.18333333333333332,11.25,2015,0.024231988195183542,0.0055348409065434055,David Lee,SAS,380,0.04248561262915202,0.2789473684210526,11.871052631578948,2016,0.01845496800990931,0.02403064461924271,0.012718783527425073,-0.005777020185274231
2561,David West,SAS,399,0.07920053602963219,0.5614035087719298,10.977443609022556,2015,0.04605405287777712,0.03314648315185507,David West,GSW,225,0.03626353860500638,0.4444444444444444,10.813333333333333,2016,0.02249784468488656,0.013765693920119823,-0.042936997424625804,-0.02355620819289056
201565,Derrick Rose,CHI,967,0.032222547109908885,0.23578076525336092,12.195449844881075,2015,0.02865244803185396,0.003570099078054924,Derrick Rose,NYK,909,0.025348463301096077,0.2552255225522552,12.22882288228823,2016,0.019518623396278967,0.00582983990481711,-0.006874083808812808,-0.009133824635574994
203473,Dewayne Dedmon,ORL,164,0.04255856240372796,0.2621951219512195,12.560975609756097,2015,0.032439719884736824,0.010118842518991138,Dewayne Dedmon,SAS,231,0.03155773411989285,0.17316017316017315,11.952380952380953,2016,0.01845496800990931,0.013102766109983538,-0.011000828283835112,-0.013984751874827513
203079,Dion Waiters,OKC,640,0.028976400363027177,0.2359375,11.4671875,2015,0.03684892823297216,-0.007872527869944981,Dion Waiters,MIA,605,0.023954430771710267,0.22644628099173553,11.018181818181818,2016,0.023228557998033077,0.0007258727736771907,-0.00502196959131691,-0.013620370234939082
2730,Dwight Howard,HOU,547,0.031342355058824926,0.12797074954296161,11.888482632541134,2015,0.01983970761703662,0.011502647441788305,Dwight Howard,ATL,563,0.005467903500783959,0.04440497335701599,12.770870337477797,2016,0.0068768185634714915,-0.0014089150626875324,-0.025874451558040967,-0.01296288905356513
2548,Dwyane Wade,MIA,1063,0.032050468215196075,0.2530573847601129,10.904985888993416,2015,0.029003547926962355,0.0030469202882337197,Dwyane Wade,CHI,878,0.01568322750707829,0.22209567198177677,11.825740318906606,2016,0.01855376795090295,-0.002870540443824659,-0.016367240708117785,-0.010449779976059406
202734,E'Twaun Moore,CHI,354,0.043536036934373794,0.2231638418079096,11.463276836158192,2015,0.02865244803185396,0.014883588902519833,E'Twaun Moore,NOP,557,0.019370145098181555,0.19569120287253142,11.998204667863554,2016,0.02390056941280428,-0.004530424314622725,-0.02416589183619224,-0.004751878619049681
201569,Eric Gordon,NOP,513,0.012048639941843332,0.10136452241715399,12.001949317738791,2015,0.02344191665343253,-0.011393276711589198,Eric Gordon,HOU,953,0.014613951588255264,0.0944386149003148,13.224554039874082,2016,0.017292401968500782,-0.002678450380245518,0.0025653116464119316,-0.0061495146849317485
101141,Ersan Ilyasova,DET,474,0.04070806627320954,0.25949367088607594,12.552742616033756,2015,0.041289906953685236,-0.0005818406804756968,Ersan Ilyasova,PHI,600,0.01070903792142445,0.09666666666666666,12.721666666666666,2016,0.015739762959672478,-0.005030725038248028,-0.02999902835178509,-0.02555014399401276
202323,Evan Turner,BOS,695,0.03564823141582257,0.25467625899280577,11.730935251798561,2015,0.024231988195183542,0.011416243220639031,Evan Turner,POR,507,0.015191191890705965,0.1873767258382643,10.840236686390533,2016,0.013077211859000234,0.0021139800317057315,-0.020457039525116606,-0.011154776336183309
202066,Garrett Temple,WAS,465,0.021064432603647244,0.14623655913978495,13.13763440860215,2015,0.03105056685867655,-0.009986134255029307,Garrett Temple,SAC,384,0.011882444487100382,0.14583333333333334,10.71875,2016,0.02168196183230348,-0.009799517345203098,-0.009181988116546863,-0.009368605026373072
201588,George Hill,IND,672,0.012017805378867395,0.1056547619047619,12.075892857142858,2015,0.01950830824970227,-0.007490502870834876,George Hill,UTA,552,0.015338168478654329,0.13949275362318841,10.298913043478262,2016,0.015066133069723368,0.0002720354089309606,0.0033203630997869337,-0.004442175179978903
101123,Gerald Green,MIA,532,0.023248813605967946,0.23308270676691728,11.723684210526315,2015,0.029003547926962355,-0.005754734320994409,Gerald Green,BOS,210,0.016996028137087928,0.2,11.357142857142858,2016,0.01908275577493985,-0.002086727637851924,-0.006252785468880018,-0.009920792152022503
201945,Gerald Henderson,POR,460,0.03284430307280829,0.2847826086956522,10.919565217391304,2015,0.029573899914548608,0.0032704031582596847,Gerald Henderson,PHI,508,0.014590693487791517,0.09645669291338582,12.051181102362206,2016,0.015739762959672478,-0.0011490694718809605,-0.018253609585016775,-0.01383413695487613
203084,Harrison Barnes,GSW,594,0.048566928265583904,0.2996632996632997,11.590909090909092,2015,0.04335191992226856,0.005215008343315342,Harrison Barnes,DAL,1159,0.007073919482657961,0.08541846419327007,9.396893874029336,2016,0.008745898031672172,-0.001671978549014211,-0.041493008782925944,-0.03460602189059639
203477,Isaiah Canaan,PHI,656,0.017331313851920493,0.07317073170731707,11.71798780487805,2015,0.023130131505467538,-0.005798817653547044,Isaiah Canaan,CHI,156,0.01487312873279171,0.1346153846153846,11.506410256410257,2016,0.01855376795090295,-0.0036806392181112386,-0.002458185119128783,-0.004576363554564589
202397,Ish Smith,PHI,639,0.025787423565220242,0.14084507042253522,11.31924882629108,2015,0.023130131505467538,0.002657292059752705,Ish Smith,DET,666,0.03226727961563168,0.27927927927927926,11.797297297297296,2016,0.026860849220591825,0.005406430395039855,0.006479856050411438,0.0037307177151242876
201949,James Johnson,TOR,222,0.024355017084118614,0.13513513513513514,11.103603603603604,2015,0.022929815407605803,0.001425201676512812,James Johnson,MIA,682,0.035158160170635645,0.21700879765395895,10.963343108504398,2016,0.023228557998033077,0.011929602172602569,0.01080314308651703,0.0002987425904272742
201162,Jared Dudley,WAS,457,0.015281260195975192,0.24945295404814005,12.606126914660832,2015,0.03105056685867655,-0.01576930666270136,Jared Dudley,PHX,318,0.0031714493610749714,0.0220125786163522,12.471698113207546,2016,0.013251192822611594,-0.010079743461536622,-0.01210981083490022,-0.017799374036064956
201160,Jason Smith,ORL,460,0.06114807023216749,0.741304347826087,10.793478260869565,2015,0.032439719884736824,0.028708350347430668,Jason Smith,WAS,303,0.01580565925284179,0.264026402640264,11.287128712871286,2016,0.02607679300130739,-0.0102711337484656,-0.045342410979325704,-0.006362926883429435
1891,Jason Terry,HOU,339,0.009479699722455574,0.07669616519174041,11.882005899705014,2015,0.01983970761703662,-0.010360007894581047,Jason Terry,MIL,214,0.007049438770737091,0.06074766355140187,10.75233644859813,2016,0.016760776298979048,-0.009711337528241958,-0.0024302609517184827,-0.0030789313180575734
201145,Jeff Green,MEM,489,0.024463947170941806,0.16768916155419222,10.400817995910021,2015,0.023998403890168534,0.0004655432807732715,Jeff Green,ORL,493,0.010554869692682562,0.13184584178498987,10.823529411764707,2016,0.01110031769681924,-0.0005454480041366776,-0.013909077478259244,-0.012898086193349294
201952,Jeff Teague,ATL,906,0.013452120226048695,0.076158940397351,12.309050772626932,2015,0.014526309100412464,-0.0010741888743637691,Jeff Teague,IND,820,0.025534133278602083,0.2121951219512195,11.636585365853659,2016,0.02420021406076883,0.0013339192178332543,0.012082013052553388,0.009673904960356364
203924,Jerami Grant,PHI,546,0.03687241143277923,0.15018315018315018,11.774725274725276,2015,0.023130131505467538,0.013742279927311692,Jerami Grant,OKC,295,0.02793304774576794,0.2033898305084746,11.579661016949153,2016,0.015007330421673064,0.012925717324094876,-0.00893936368701129,-0.008122801083794474
