SEASON,TEAM,BLOCK,PREMATURE,N_SHOTS,MEAN_SHOT_VALUE,MEAN_SECOND,PPP,N_POSS,NEXT_BLOCK,NEXT_PPP,NEXT_N_POSS
2019,MIA,0,0.05573558003888529,1543,1.2635939368698286,11.344134802333118,1.1482265749073584,1889,1,1.1642619311875693,1802
2019,MIA,1,0.046511627906976744,1548,1.2487107026393525,11.014857881136951,1.1642619311875693,1802,2,1.2064445658110323,1831
2019,MIA,2,0.04388133498145859,1618,1.259363948497223,11.374536464771323,1.2064445658110323,1831,3,1.1468978102189782,1096
2019,MIL,0,0.04207492795389049,1735,1.288737617574687,12.777521613832853,1.1418546365914788,1995,1,1.1692627206645898,1926
2019,MIL,1,0.03502626970227671,1713,1.279991465864627,12.531231757151197,1.1692627206645898,1926,2,1.1573754316724223,2027
2019,MIL,2,0.02910958904109589,1752,1.2780989296741303,12.764840182648403,1.1573754316724223,2027,3,1.0881226053639848,1305
2019,MIN,0,0.04440599769319493,1734,1.253841755889058,12.207035755478662,1.0903614457831325,1992,1,1.0937663698271347,1909
2019,MIN,1,0.037448800468110006,1709,1.2478316377004641,12.024575775307197,1.0937663698271347,1909,2,1.1245551601423487,1967
2019,NOP,0,0.03722794959908362,1746,1.2510774512510319,12.601374570446735,1.1267245784363822,1957,1,1.113660062565172,1918
2019,NOP,1,0.03641618497109827,1730,1.2631928090546602,12.516184971098266,1.113660062565172,1918,2,1.1664145234493193,1983
2019,NOP,2,0.03329439252336448,1712,1.2800229869379465,12.74123831775701,1.1664145234493193,1983,3,1.1184873949579832,1190
2019,NYK,0,0.04169259489732421,1607,1.2171216320086526,11.446172993154947,1.0708791208791208,1820,1,1.0934182590233545,1884
2019,NYK,1,0.03834979662986636,1721,1.2289828753167515,11.812899477048228,1.0934182590233545,1884,2,1.102328099621007,1847
2019,OKC,0,0.04467134652201659,1567,1.2243315128042398,11.377153797064455,1.1052347544522396,1853,1,1.151169113648722,1839
2019,OKC,1,0.038053649407361195,1603,1.2408866000096164,12.004366812227074,1.151169113648722,1839,2,1.1899836690255852,1837
2019,OKC,2,0.0289490245437382,1589,1.24212000462429,11.755821271239773,1.1899836690255852,1837,3,1.1283316880552814,1013
2019,ORL,0,0.03126916002452483,1631,1.223317996082368,11.564071122011036,1.0771349862258952,1815,1,1.091160220994475,1810
2019,ORL,1,0.03194103194103194,1628,1.1998518483105562,11.418304668304668,1.091160220994475,1810,2,1.1412984178941625,1833
2019,ORL,2,0.0254287403903016,1691,1.2336574155239053,11.621525724423417,1.1412984178941625,1833,3,1.156957928802589,1236
2019,PHI,0,0.019411396368190358,1597,1.2508359713882415,11.633061991233562,1.0997319034852546,1865,1,1.162280701754386,1824
2019,PHI,1,0.01693889897156685,1653,1.2457536017361142,11.277676950998185,1.162280701754386,1824,2,1.1235772357723577,1845
2019,PHI,2,0.022741241548862937,1627,1.2559465766690447,11.633066994468347,1.1235772357723577,1845,3,1.2446808510638299,1222
2019,PHX,0,0.01674641148325359,1672,1.2804372942522375,11.953349282296651,1.153045288912025,1921,1,1.1318970047293746,1903
2019,PHX,1,0.017058823529411765,1700,1.2550147685132977,11.879411764705882,1.1318970047293746,1903,2,1.1413160733549084,1854
2019,PHX,2,0.02369077306733167,1604,1.2437019015205408,11.669576059850375,1.1413160733549084,1854,3,1.2097288676236044,1254
2019,POR,0,0.0489225393127548,1717,1.2184663655587928,11.914967967384975,1.1384854771784232,1928,1,1.1182505399568035,1852
2019,POR,1,0.029518072289156625,1660,1.2450939301856494,11.550602409638554,1.1182505399568035,1852,2,1.1761904761904762,1890
2019,POR,2,0.023432923257176334,1707,1.257932780055984,11.492677211482132,1.1761904761904762,1890,3,1.23955223880597,1340
