quantile,ratio_published,ratio_repriced,value_drop_published,value_drop_repriced
0.02,0.36585212288797564,0.23375008200807487,0.4475316104297077,0.38349340663050757
0.05,0.4080767799548648,0.29805513467182376,0.4475316104297077,0.38349340663050757
0.1,0.387996445688611,0.2579923065410217,0.4475316104297077,0.38349340663050757
0.2,0.48217994205532355,0.3855329790270742,0.4475316104297077,0.38349340663050757
0.25,0.5427206591822692,0.428106250100117,0.4475316104297077,0.38349340663050757
