SEASON,TEAM_ABBREVIATION,TEAM_ID,OVERLAP,PRIOR_QUALITY,TEAM_FGA,TEAM_PTS_FG,TEAM_XPTS,N_CORE,FGA,FTA,TOV,ORB,FGM,FTM,POSS,ORTG_FG,PTS_PER_FGA,PTS_VS_XPTS
2016,LAC,,0.8277493539762067,1.054734671848528,6382,6882,6706.843126751599,8,6728,2113,1080,854,3205,1573,7883.72,87.29381560988975,1.0783453462864305,0.02744545177818883
2016,LAL,,0.9168274984463091,0.9642341157538654,6788,6815,6963.116225346235,8,7058,1857,1189,1042,3179,1400,8022.08,84.95302963819857,1.0039776075427225,-0.02182030426432459
2016,MEM,,0.8533270108527407,0.9854706835696352,6454,6425,6422.105606988239,8,6755,1975,1056,1007,2945,1557,7673.0,83.73517528997785,0.9955066625348621,0.0004484649847786128
2016,MIA,,0.8783197809771229,1.0753942141739978,6641,6897,6765.04402745049,8,6933,1778,1125,1025,3155,1241,7815.32,88.24974537191056,1.0385484113838277,0.019869894978092165
2016,MIL,,0.8643625198893404,1.0300694864369233,6329,6731,6788.876961486203,8,6623,1782,1104,856,3146,1369,7655.08,87.92853895713696,1.0635171433085795,-0.009144724519861444
2016,MIN,,0.9357096611727443,1.0253655239791946,6610,6782,6778.391185200706,8,6817,1953,1131,1069,3192,1544,7738.32,87.64176203620424,1.0260211800302572,0.0005459629045830746
2016,NOP,,0.9021702386478029,1.0075840627528778,6767,6886,6577.618157843881,8,7034,1753,1045,779,3167,1321,8071.32,85.31442192850736,1.0175853406236146,0.045571426356748795
2016,NYK,,0.8865543158505955,0.9515073836942384,6889,6856,6645.3594735932365,8,7150,1742,1088,1121,3203,1369,7883.48,86.96666954187745,0.9952097546813761,0.030576357440377917
2016,OKC,,0.869461647333244,1.0489659416213684,6866,6899,7320.6726798705795,8,7093,2147,1157,1217,3206,1626,7977.68,86.47877578443858,1.0048062918729974,-0.061414605282636106
2016,ORL,,0.9025430611233116,1.0150885383327968,6760,6681,6785.297830509146,8,7034,1729,1071,982,3099,1297,7883.76,84.74382781819843,0.9883136094674556,-0.015428673152240469
2016,PHI,,0.8938245948217048,0.99797997108449,6660,6669,6805.326589688367,8,6905,1857,1298,985,3052,1429,8035.08,82.99855135232008,1.0013513513513514,-0.02046945791116618
2016,PHX,,0.9267663085032715,0.9916753873032148,6915,6861,7045.015157038845,8,7159,2151,1205,1049,3228,1679,8261.44,83.04847581051244,0.9921908893709328,-0.026611013310028235
