SEASON,TEAM_ABBREVIATION,TEAM_ID,OVERLAP,PRIOR_QUALITY,TEAM_FGA,TEAM_PTS_FG,TEAM_XPTS,N_CORE,FGA,FTA,TOV,ORB,FGM,FTM,POSS,ORTG_FG,PTS_PER_FGA,PTS_VS_XPTS
2016,POR,,0.8958935680294102,1.02678179940904,6734,7006,7002.508590007324,8,6952,1935,1120,956,3197,1508,7967.4,87.93332831287498,1.0403920403920404,0.000518474902387345
2016,SAC,,0.9239627584745028,1.0025283472462099,6323,6571,6190.578889008054,8,6649,1864,1172,830,3073,1439,7811.16,84.12322881620655,1.0392218883441404,0.06016465459306438
2016,SAS,,0.8829114961974415,1.0545394585563639,6468,6819,6603.864391986686,8,6767,1796,1155,930,3178,1425,7782.24,87.62258681305126,1.0542671614100185,0.03326153494330762
2016,TOR,,0.8226627810352279,1.0019313614972942,6555,6809,6638.2854363142915,8,6812,2043,998,1023,3176,1643,7685.92,88.59056560567895,1.038749046529367,0.02604341169881137
2016,UTA,,0.8339712952047196,1.0371744553231548,6168,6525,6391.2133398432225,8,6415,1838,1089,870,2996,1370,7442.72,87.66956166562761,1.0578793774319066,0.021690444253692858
2016,WAS,,0.9046512852607497,1.009380089692944,6830,7276,6883.036654816806,8,7051,1805,1137,1007,3351,1414,7975.2,91.23282174741699,1.0653001464128844,0.057534896805738533
2017,ATL,,0.9253924494865505,0.9550962134046032,6790,7003,7030.829543439716,8,6906,1654,1314,1017,3098,1301,7930.76,88.30175166062268,1.0313696612665686,-0.004098607281254192
2017,BKN,,0.8860272993516465,1.0264574679898302,6864,7104,7218.328426603426,8,7012,1820,1186,1003,3104,1407,7995.8,88.84664448835639,1.034965034965035,-0.01665623930702595
2017,BOS,,0.9374692211382196,0.9953974318247861,6749,7011,6999.824569121825,8,6861,1715,1109,1024,3095,1324,7700.6,91.0448536477677,1.0388205660097791,0.001655864702648491
2017,CHA,,0.8525111537674531,1.0493750916595015,6873,7031,6935.4973332332,8,7005,2132,1052,1083,3156,1592,7912.08,88.86411664189441,1.0229885057471264,0.013895339264775186
2017,CHI,,0.8939006468054786,1.0068551603214297,7081,7103,7083.289479048433,8,7172,1571,1098,1050,3128,1196,7911.24,89.78364959222574,1.003106905804265,0.0027835787249776375
2017,CLE,,0.9107010211142902,1.0814700107864852,6716,7384,7300.880274712273,8,6826,1833,1103,896,3251,1422,7839.52,94.1894401698063,1.0994639666468136,0.012376373628309605
2017,DAL,,0.9190528985224355,1.0050122843145342,6823,7033,7214.335379826085,8,6920,1557,1098,874,3093,1176,7829.08,89.83175545530254,1.0307782500366407,-0.02657707457512605
2017,DEN,,0.9350187447800024,1.0668555296097704,6836,7367,7166.010156815278,8,6986,1783,1206,1132,3292,1336,7844.52,93.9126931921902,1.0776770040959625,0.029401673959146037
2017,DET,,0.8457825177326075,1.0141178258946133,6824,7060,6968.076905992071,8,7020,1638,1070,1043,3164,1236,7767.72,90.88896098211573,1.0345838218053927,0.013470558910892255
2017,GSW,,0.8874302181498335,1.134495544727768,6739,7692,7322.764552765962,8,6869,1660,1201,846,3464,1337,7954.4,96.70119682188475,1.1414156403027156,0.05479083650898317
2017,HOU,,0.839801124843281,1.0872667382085812,6655,7376,7478.953032634545,8,6790,2011,1074,954,3126,1573,7794.84,94.62670176680984,1.1083395942900076,-0.015470027443207333
2017,IND,,0.9363671930976107,1.0293122930893024,6833,7176,7104.23134883357,8,6940,1569,1084,1015,3283,1208,7699.36,93.2025519004177,1.0501975706132007,0.010503241792247865
2017,LAC,,0.8581416070142153,1.114657203935996,6798,7211,7437.136710332035,8,6909,2059,1230,1083,3262,1554,7961.96,90.568151560671,1.0607531626949103,-0.03326518245543327
2017,LAL,,0.9100263236980914,0.9844755216492355,7034,7345,7391.739835289032,8,7149,1876,1227,1109,3290,1367,8092.4400000000005,90.76372515582443,1.0442138185953938,-0.006644844368642632
2017,MEM,,0.9357810767743612,0.9498831236768969,6521,6536,6837.689538543818,8,6686,1762,1236,1056,2961,1393,7641.28,85.53540768038863,1.0023002606962121,-0.04626430586471681
2017,MIA,,0.8834854989840205,1.0391733494038022,6714,7014,7034.211808182976,8,6871,1563,1143,990,3137,1178,7711.72,90.95247234080075,1.0446827524575515,-0.0030103974058647304
2017,MIL,,0.899475589319538,1.0596964483007292,6491,6965,6908.990321743928,8,6704,1879,1094,863,3220,1462,7761.76,89.7348024159469,1.0730241873363118,0.008628821176409215
2017,MIN,,0.9276705970662271,1.02447873510514,6822,7179,7027.188878033095,8,6966,1932,1026,1069,3327,1538,7773.08,92.35721232767449,1.052330694810906,0.022253169446922513
2017,NOP,,0.9082676745275917,1.023553108873946,6950,7575,7336.974189863753,8,7127,1692,1224,890,3449,1295,8205.48,92.31635443630356,1.089928057553957,0.03424831800521539
2017,NYK,,0.8845534030724704,1.0933448544352047,6973,7161,7024.023753111345,8,7103,1530,1151,1113,3301,1200,7814.2,91.64085894909269,1.0269611358095512,0.019643804228976727
2017,OKC,,0.8473034509839157,1.0227226933737308,6983,7239,7629.446051005634,8,7133,1915,1121,1287,3232,1377,7809.6,92.69360786724032,1.0366604611198624,-0.05591379793865591
2017,ORL,,0.9493107530054771,0.9683426439027706,6784,6980,6936.593802863248,8,6921,1690,1160,958,3141,1293,7866.6,88.7295655047924,1.0288915094339623,0.006398319153412717
2017,PHI,,0.8393983316694783,0.9968405929949774,6896,7397,7163.753378803754,8,6997,1899,1300,1098,3299,1441,8034.56,92.06478014975306,1.0726508120649652,0.033823465950731796
2017,PHX,,0.8371423226590764,0.9824296398787942,6911,6905,7538.515287330014,8,7028,1934,1211,1091,3099,1442,7998.96,86.3237220838709,0.9991318188395312,-0.09166767288815135
2017,POR,,0.8743393297257006,1.0364923023619235,6921,7101,7228.877898571178,8,7037,1702,1068,1085,3185,1375,7768.88,91.40313661686112,1.0260078023407022,-0.01847679505435311
2017,SAC,,0.8975710723284531,1.031379369445304,6829,6888,6779.47865509011,8,6958,1351,1120,1025,3134,999,7647.4400000000005,90.0693565428431,1.00863962512813,0.015891249803761914
2017,SAS,,0.8621807239603763,1.0108579576407262,6751,6890,6962.993272068114,8,6897,1707,1114,1057,3167,1313,7705.08,89.421524500719,1.020589542290031,-0.010812216274346554
2017,TOR,,0.8677835159217484,1.0296553813600724,6904,7509,7425.074075199273,8,7070,1737,1081,1039,3345,1384,7876.28,95.33688492537087,1.087630359212051,0.012156130475192272
2017,UTA,,0.8716420504878414,1.0354278130600656,6553,6914,6862.134087642953,8,6694,1711,1220,941,3089,1329,7725.84,89.49188696633634,1.0550892720891194,0.007914834786669756
2017,WAS,,0.9243615942686011,1.047478222176234,6808,7185,7054.114950668933,8,6914,1796,1166,1025,3238,1378,7845.24,91.58419627697815,1.0553760282021152,0.01922518350926372
2018,ATL,,0.9388216284354686,1.0805623525684247,7337,7693,8027.5891754605145,8,7419,1902,1370,1188,3350,1427,8437.88,91.17219017099083,1.0485211939484802,-0.045602995156128465
2018,BKN,,0.8900694246552067,1.0364737907125687,7112,7465,7701.407299969142,8,7272,2083,1188,1157,3261,1561,8219.52,90.82038853850347,1.0496344206974129,-0.03324062148047548
2018,BOS,,0.9611011637936425,1.0485685779019749,7217,7761,7717.3099839659535,8,7317,1621,1027,1024,3401,1302,8033.24,96.61108095861695,1.0753775807122072,0.006053764172654357
2018,CHA,,0.9280402647474651,1.0294171443712548,7086,7327,7389.242732007524,8,7241,1862,998,1088,3257,1484,7970.28,91.92901629553792,1.0340107253739768,-0.00878390234370928
2018,CHI,,0.9159238570548236,0.9844042495008251,6955,7077,7253.544488766126,8,7105,1680,1116,945,3231,1324,8015.2,88.29473999401138,1.0175413371675055,-0.025383822971405616
2018,CLE,,0.9189264168960877,1.1121287398205886,6866,6942,7221.665309303522,8,7071,1739,1123,1111,3140,1368,7848.16,88.4538541518012,1.0110690358287213,-0.04073191222014594
2018,DAL,,0.9430389776099248,1.0529386928649784,6928,7257,7624.089874456291,8,7021,2059,1194,1085,3137,1530,8035.96,90.3065719590441,1.0474884526558892,-0.05298641374946464
2018,DEN,,0.9465360416638067,1.105491503642831,7145,7601,7692.656660049195,8,7275,1705,1066,1225,3396,1288,7866.2,96.62861356182147,1.063820853743877,-0.01282808398169281
2018,DET,,0.8627940866957458,1.017004296827587,6871,7096,7174.526730173316,8,7134,1930,1095,1152,3152,1436,7926.2,89.52587620801897,1.0327463251346238,-0.011428719280063402
2018,GSW,,0.9049361443478148,1.1723973216448373,7156,8112,7946.652522108501,8,7252,1651,1144,963,3568,1323,8159.4400000000005,99.41858755012598,1.1335941866964785,0.0231061316226242
2018,HOU,,0.850492165050649,1.106730898034347,6887,7525,7699.494927087994,8,7054,1980,1095,1058,3169,1558,7962.2,94.50905528622742,1.0926383040511107,-0.02533685597328216
2018,IND,,0.9196670203865264,1.0689683791429159,6865,7316,7373.831844094745,8,7029,1706,1115,1029,3345,1289,7865.64,93.0121388723613,1.0656955571740714,-0.008424157916204671
2018,LAC,,0.8934509394068683,1.0651208814535238,6929,7384,7489.1072509313135,8,7086,2296,1181,1006,3348,1830,8271.24,89.27319241129504,1.0656660412757974,-0.015169180391299395
2018,LAL,,0.9001618758103399,1.0804892106052153,7165,7600,7962.11525800652,8,7336,1852,1255,1088,3461,1299,8317.88,91.36943548115627,1.060711793440335,-0.050539463783184926
2018,MEM,,0.9235637550171694,0.9585639043203534,6631,6803,7070.051950482592,8,6817,1857,1137,934,3072,1436,7837.08,86.80528972525482,1.025938772432514,-0.04027325448387748
2018,MIA,,0.8835428651014512,1.037229086690857,6899,7183,7395.000801701797,8,7112,1734,1139,1161,3208,1220,7852.96,91.46869460687435,1.0411653862878678,-0.03072920737814135
2018,MIL,,0.9129330468084746,1.0830688617393611,7225,8017,8122.127928152499,8,7380,1833,1084,975,3513,1402,8295.52,96.64252512199354,1.1096193771626297,-0.014550578291003377
2018,MIN,,0.9407350095393527,1.0619199860718123,7259,7479,7720.733772698448,8,7378,1963,1074,1208,3363,1544,8107.72,92.24541548055434,1.0303072048491528,-0.03330124985513815
2018,NOP,,0.9169224516182629,1.1238056776471896,7360,7840,7904.540631946169,8,7455,1867,1201,1152,3544,1426,8325.48,94.16874462493455,1.065217391304348,-0.00876910760138166
2018,NYK,,0.916982272717217,1.0072689614485686,6970,6850,7314.955983233385,8,7118,2015,1145,1095,3081,1523,8054.6,85.04457080426091,0.9827833572453372,-0.06670817549976833
2018,OKC,,0.8814146432531521,1.0528215805209478,7506,7748,8294.029323656974,8,7601,2012,1188,1300,3445,1458,8374.28,92.52138691326299,1.0322408739674926,-0.07274571325032962
2018,ORL,,0.9266756675453409,1.0080097325079087,7061,7363,7370.927862710766,8,7210,1558,1094,1028,3270,1228,7961.52,92.48234005566775,1.0427701458716896,-0.0011227676973185133
2018,PHI,,0.844437381239494,1.080724159210117,7024,7522,7645.764113539483,8,7140,2226,1130,1094,3364,1703,8155.4400000000005,92.23291447181268,1.0708997722095672,-0.01762017561780799
2018,PHX,,0.8773094655239547,0.9916468002033295,6928,7156,7535.233362772098,8,7050,1844,1217,960,3241,1428,8118.36,88.14588168053646,1.0329099307159353,-0.05473922672807422
2018,POR,,0.8936723020048507,0.9871326872653355,7193,7636,7842.405990889314,8,7336,1904,1083,1230,3431,1528,8026.76,95.1317841819115,1.0615876546642569,-0.028695397037302117
2018,SAC,,0.8681558390060821,1.0170475254640612,7379,7798,7720.63376844887,8,7528,1863,1137,1109,3503,1360,8375.72,93.10244373021067,1.0567827618918553,0.010484649891737379
2018,SAS,,0.833156190823868,1.0538585365838709,7043,7577,7305.705876375359,8,7128,1664,1003,922,3420,1359,7941.16,95.41427197034187,1.0758199630839131,0.038519682468357325
2018,TOR,,0.9078241420021443,1.0624221108033027,7021,7713,7656.338237597844,8,7207,1781,1130,1023,3418,1424,8097.64,95.24997406651813,1.0985614584816978,0.008070326506502712
2018,UTA,,0.8310138045189086,1.0866487243062561,6900,7460,7616.986050427808,8,7009,2103,1231,1068,3285,1552,8097.32,92.12924770170872,1.0811594202898551,-0.02275160151127647
2018,WAS,,0.9458153243225548,1.0477148455956808,7163,7627,7816.1576307238265,8,7277,1930,1166,999,3424,1487,8293.2,91.9669126513288,1.0647773279352226,-0.02640759887251522
2019,ATL,,0.9343517737096139,1.052931582574819,5884,6087,6474.447881591952,8,5985,1605,1056,908,2690,1260,6839.2,89.0016376184349,1.0345003399048267,-0.06584770251392794
2019,BKN,,0.8651149953618424,1.1020439283834076,6342,6649,7113.416667381598,8,6422,1716,1081,1017,2879,1287,7241.04,91.82382641167567,1.0484074424471777,-0.07322873973219773
2019,BOS,,0.9269900578797113,1.0644163864404252,6245,6668,6689.685039678599,8,6351,1654,999,993,2934,1317,7084.76,94.1175142136078,1.0677341873498798,-0.003472384255980692
2019,CHA,,0.9199303358194122,0.9929517976792535,5389,5478,5644.572772832351,8,5501,1395,958,903,2397,1046,6169.8,88.78731887581445,1.0165151233995176,-0.030909774138495247
2019,CHI,,0.9436702121581262,1.046822922321678,5558,5756,6161.914501495483,8,5676,1360,1034,854,2542,1024,6454.4,89.17947446703025,1.0356243252968693,-0.07303247597975583
2019,CLE,,0.9213486938177139,1.010729981561478,5460,5745,5948.823548462101,8,5622,1264,1082,910,2587,954,6350.16,90.47016138176046,1.0521978021978022,-0.03733032023115401
2019,DAL,,0.9394393772655665,1.0354524517293973,6577,7230,7186.006991020284,8,6685,1729,930,1020,3090,1348,7355.76,98.29031942314595,1.0992853884749887,0.006688917284433062
2019,DEN,,0.9563701139903792,1.0570102307320661,6158,6646,6712.166078678334,8,6303,1468,958,999,2984,1143,6907.92,96.20841005686228,1.0792465086066905,-0.010744735089044185
2019,DET,,0.8552137876637904,1.0249941153881592,5389,5710,5675.129412661479,8,5585,1472,965,857,2562,1097,6340.68,90.05343275484647,1.0595657821488216,0.006470697223700248
2019,GSW,,0.9219008048946071,0.9765442911416282,5528,5562,5683.544374668506,8,5639,1474,967,793,2476,1169,6461.56,86.07828450095641,1.006150506512301,-0.021987043174476476
2019,HOU,,0.8543859800282003,1.061816921899038,6304,6764,7107.709254141959,8,6410,1843,1033,905,2893,1461,7348.92,92.04073523728657,1.0729695431472082,-0.05452240706566606
2019,IND,,0.8994084421583103,1.0973301378325275,6193,6638,6676.401542371635,8,6267,1331,956,812,2976,1042,6996.64,94.87411100185231,1.0718553205231713,-0.006200798057748201
2019,LAC,,0.8215524851511709,1.0944050090584536,6155,6640,6805.962956073075,8,6243,1801,1029,961,2924,1445,7103.4400000000005,93.47583705922764,1.0787977254264824,-0.02696392462600724
2019,LAL,,0.9155699888302811,1.096019819875669,6044,6575,6871.4647332771065,8,6189,1627,1077,959,2975,1202,7022.88,93.62255940582781,1.0878557246856386,-0.04905108095253251
2019,MEM,,0.8985411956653867,1.0182684793997199,6485,6906,7035.226518446403,8,6544,1615,1092,962,3064,1225,7384.6,93.51894483113506,1.0649190439475713,-0.0199269881952819
2019,MIA,,0.8294389106024603,1.0586724485671333,5852,6491,6365.8988290452235,8,5980,1826,1014,816,2805,1429,6981.4400000000005,92.975088233946,1.1091934381408066,0.02137750699842388
2019,MIL,,0.9198420657455137,1.1009039721671197,6475,7154,7264.499580129081,8,6564,1704,1038,867,3121,1281,7484.76,95.58088702910982,1.104864864864865,-0.017065572220707436
2019,MIN,,0.9394220031937859,1.01377447514505,5683,5877,6181.652651981417,8,5773,1606,980,873,2552,1211,6586.64,89.22606974117303,1.0341368995248987,-0.05360771634372989
2019,NOP,,0.867336769223353,1.060023768189495,6420,6954,7071.962172311224,8,6498,1640,1160,1026,3021,1198,7353.6,94.56592689295039,1.083177570093458,-0.018374170141935216
2019,NYK,,0.8896865563768186,1.0470001737802168,5697,5747,6096.698216785657,8,5801,1544,855,1012,2603,1083,6323.36,90.88522557627591,1.0087765490609093,-0.06138287112263591
2019,OKC,,0.8912185466676906,1.039314634892196,5851,6283,6248.66774768922,8,5975,1755,960,770,2809,1408,6937.2,90.5696822925676,1.073833532729448,0.005867758043202863
2019,ORL,,0.9365603538124408,1.0370628032434572,6223,6365,6560.346336116763,8,6342,1627,900,951,2818,1260,7006.88,90.83928938414815,1.0228185762493973,-0.031391022998033626
2019,PHI,,0.887937378374558,1.0690753060423601,6211,6698,6694.340999266027,8,6337,1645,983,975,2967,1244,7068.8,94.7544137618832,1.0784092738689421,0.0005891162025394927
2019,PHX,,0.9107837933767445,1.0406718447900043,6262,6710,6867.642715987998,8,6337,1786,1112,898,2972,1472,7336.84,91.45626727582992,1.0715426381347812,-0.025174499519003146
2019,POR,,0.8908631056551888,1.0189862983541598,6520,7003,7027.595773195026,8,6660,1650,928,977,3083,1321,7337.0,95.44773068011449,1.074079754601227,-0.0037723578519978044
2019,SAC,,0.8896376958129458,1.0604671782303794,6157,6633,6611.502513836465,8,6272,1485,1033,877,2904,1143,7081.4,93.66791877312396,1.077310378431054,0.003491552081132797
2019,SAS,,0.8712015554693732,1.035832473183983,6177,6623,6555.117899142646,8,6255,1628,907,794,2960,1309,7084.32,93.48815412064954,1.0722033349522422,0.010989493420326063
