quantile,boundary_drop,value_drop,relaxation_ratio,excess_late_demand
0.02,0.28128950957349375,0.447219591478773,0.628974031847272,0.14430494720602616
0.05,0.30159285911841177,0.447219591478773,0.6743730929165402,0.14703085773528557
0.1,0.23242261622390892,0.447219591478773,0.5197058014730124,0.17036152727976325
0.2,0.2561437267390485,0.447219591478773,0.5727471059398036,0.17245881488407405
0.25,0.24552560107923227,0.447219591478773,0.5490045734968344,0.16556052947349442
